Prototype,CZ,Vintage,Object Class_1,Object Name_1.1 / FixedWindow_Nonres,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Unit,Object Name_1.2 / FixedWindow_Guest,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Unit,Object Name_1.3 / OperableWindow_Nonres,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Unit,Object Name_1.4 / FixedAndOperableWindow_Res,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Unit,Object Name_1.5 / Skylight_Nonres,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Unit,Object Class_2,Object Name_2.1 / Insulation_ExtWall_MetalFramed_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.2 / Insulation_ExtWall_MetalFramed_Guest,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.3 / Insulation_ExtWall_MetalFramed_Res,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.4 / Insulation_ExtWall_MetalBuilding_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.5 / Insulation_ExtWall_MassLight_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.6 / Insulation_ExtWall_Concrete4in_Insulated,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.7 / Insulation_ExtWall_WoodFramed_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.8 / Insulation_ExtWall_WoodFramed_Res,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.9 / Insulation_FlatRoof_MetalBuilding_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.10 / Insulation_FlatRoof_Concrete8in_Insulated,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.11 / Insulation_FlatRoof_WoodFramingAndOther_Nonres,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.12 / Insulation_FlatRoof_WoodFramingAndOther_Guest,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.13 / Insulation_FlatRoof_WoodFramingAndOther_Res,Field Name,Value,Unit,#U_Factor,Unit,Object Name_2.14 / Insulation_AtticFloor_Reversed,Field Name,Value,Unit,#U_Factor,Unit
OfficeMedium,13,V4,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.36,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.25,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,2.206766129032258,in.,0.062,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,3.797083076923077,in.,0.039,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,14,V4,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.36,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.25,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,2.206766129032258,in.,0.062,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,3.797083076923077,in.,0.039,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,15,V4,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.36,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.25,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,2.206766129032258,in.,0.062,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,3.797083076923077,in.,0.039,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,16,V4,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.36,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.25,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,2.206766129032258,in.,0.062,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,3.797083076923077,in.,0.039,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,1,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,2,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,3,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,4,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,5,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,6,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,7,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,8,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,9,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.81,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.61,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.4835198412698413,in.,0.189,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,10,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,11,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,12,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,13,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,14,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,15,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,16,V3,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.49,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.47,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.5158763736263736,in.,0.182,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,1,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.615,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.6964200000000002,in.,0.15082956259426847,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,2,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.6518999999999999,in.,0.15748031496062992,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,3,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.605,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.6518999999999999,in.,0.15748031496062992,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,4,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.605,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.7488900000000002,in.,0.14367816091954022,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,5,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.605,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.7488900000000002,in.,0.14367816091954022,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,6,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.595,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.37683,in.,0.21645021645021645,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,7,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.595,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.37683,in.,0.21645021645021645,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,8,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.595,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.37683,in.,0.21645021645021645,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,9,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.595,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.37683,in.,0.21645021645021645,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,10,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.37683,in.,0.21645021645021645,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,1.7586215384615387,in.,0.078,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,11,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.49608,in.,0.186219739292365,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,12,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.49608,in.,0.186219739292365,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,13,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.49608,in.,0.186219739292365,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,14,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.6439500000000001,in.,0.15873015873015872,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
OfficeMedium,15,V2,WINDOWMATERIAL:SIMPLEGLAZINGSYSTEM,FixedWindow_Nonres,Ufactor,0.74,Btu/h-ft2-F,Solar_Heat_Gain_Coefficient,0.5800000000000001,n/a,Visible_Transmittance,0.42,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATERIAL,Insulation_ExtWall_MetalFramed_Nonres,Thickness,0.6439500000000001,in.,0.15873015873015872,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulation_FlatRoof_WoodFramingAndOther_Nonres,Thickness,2.509633684210526,in.,0.057,BTU/(h-ft2-F),,,,,,,,,,,,,,,,,,
